title,price,rating,total_reviews,product_description,reviews,reviews_rating,Shoe Type
Nike Men's Air Zoom Pegasus 38 Running Shoe,₹7096.00,4.0 out of 5 stars,51 ratings,Your workhorse with wings returns.The Nike Air Zoom Pegasus 38 continues to put a spring in your step using the same responsive foam as its predecessor.Breathable mesh in the upper combines the comfort and durability you want with a wider fit at the toes,PERFECT RUNNING SHOES AS DESCRIBED BY NIKE|| Manufacturing defect !|| Great|| Super Comfortable|| Ok but can be good|| Good Shoe factory defect should have come at 50% discount.|| Very good shoe but size issue|| Great shoes|| Nice Running Shoes|| Great buy @ 6400,5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars,Men
ASICS Unisex-Adult Gelburst 24 Ge Basketball Shoe,₹7039.00,4.3 out of 5 stars,12 ratings,-,Verified Purchase|| Verified Purchase,1.0 out of 5 stars|| 4.0 out of 5 stars,Men
ASICS Men's Gt-800 Running Shoe,₹5949.00,4.7 out of 5 stars,5 ratings,-,Report abuse,5.0 out of 5 stars,Men
Columbia Men's Fluidflex X.s.r. Trail Running Shoes,₹6310.00,4.1 out of 5 stars,32 ratings,ROAD-TO-TRAIL TRAINER Finally a running shoe that has it all: firm cushioning for roads and sure footedness for trails. UNIQUE UPPER A traditional mesh forefoot combines with a composite bootie and a lockdown lacing system for lightness and support. FLEXIBLE AND SMOOTH Deep grooves in the midsole deliver on. The result is a running shoe that transitions from road to trail seamlessly.,Product not worth it|| Once your feet are in you are on the run!|| Nice|| Malik shahid|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase,2.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars,Men
ASICS Men's Evoride 2 Platform,₹6999.00,4.8 out of 5 stars,25 ratings,Whether it's tempo runs long runs or racing the EVORIDE™ 2 shoe is built for neutral and supinated runners focused on conserving energy. Our intent with the second iteration of this series was to preserve the shoe's easy forward rolling properties while reducing the overall weight and softening the cushioning underfoot. Additionally the shoe's engineered mesh upper is designed with a multi-directional stretch mesh that adjusts better to the foot's natural shape. The shoe's upper is also made with recycled materials while the sockliner is produced with a solution dyeing process that reduces carbon emissions and water usage. This neutral running style is built on the METARIDE™ shoe philosophy which aims to lessen the overall load via its curved sole. These elements increase running efficiency which helps runners feel fresher for longer durations. Designed to create a comfortable ride the shoe's midsole incorporates FLYTEFOAM™ technology which gives the runner a lightweight feel and more cushioning across longer distances. Lastly the outsole also features AHARPLUS™ technology that's strategically positioned in higher contact areas to improve the shoe's durability.,Report abuse|| Report abuse|| Report abuse|| Report abuse,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men
Nike Men's Cortez Basic Premium Iron Grey/White-Barely Volt Running Shoes - CQ6663-001,₹7621.00,4.6 out of 5 stars,55 ratings,STEP INTO A BOLD NEW WORLD : Inspired by Bill Bowerman's first masterpiece the Nike Cortez Basic Premium pays homage to the iconic running shoe as it celebrates the Earth with a medley of recycled materials. The reclaimed canvas and Flyleather upper made with at least 50% recycled leather fiber and combined with synthetic materials has a richly textured appearance while the classic foam midsole keeps the iconic look you love with its wedge of super-soft Crater foam. This product is made with at least 20% recycled materials by weight.,Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars,Men
Adidas Men's Ub19 Td Running Shoe,₹6599.00,3.5 out of 5 stars,2 ratings,Step outside for another great run. These men's adidas running shoes have a breathable mesh upper that keeps you cool as you build heat. Cloudfoam cushioning is comfortable from the first mile to the last. The heel construction offers support for a stable stride.,Looking very good 🥰,5.0 out of 5 stars,Men
Adidas Men's Ub19 Td Running Shoe,₹6599.00,3.5 out of 5 stars,2 ratings,Step outside for another great run. These men's adidas running shoes have a breathable mesh upper that keeps you cool as you build heat. Cloudfoam cushioning is comfortable from the first mile to the last. The heel construction offers support for a stable stride.,Looking very good 🥰,5.0 out of 5 stars,Men
Nike Men's Air Max 90 20 Running Shoes,₹6720.00,4.2 out of 5 stars,188 ratings,Inspired by the look and feel of bubble wrap the Air Max Bubble Pack adds a sense of exuberant fun to some of your favourite footwear. Iridescent sheen and bubble detailing are paired with classic Air Max styles radiating joy while providing modern comfort. This AM90 brings that expression to life on an iconic silhouette that has thrived for nearly three decades. Key details include a bubble-printed insole and shimmering shades across the shoe's upper.,Awesome|| Original and amazing|| Not new|| Go for them if you really like the design or else look for something else|| Disappointed|| Old Stock|| Not that much good looking|| Pretty descent|| Rejected stuff|| Please stay on the item displayed..and no inappropriate package thank you,5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 2.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars,Men
Adidas Men's Sprintstar Track and Field Shoe,₹6899.00,4.7 out of 5 stars,5 ratings,Adidas is the world's leading manufacturer of sports and casual wear footwear. Adidas offers performance and sport-inspired lifestyle products in categories such as Football Running Training and Fitness Golf and Motorsports. Using high technology and design innovation Adidas continually creates what is aspired and not just what is necessary. All Adidas products are meant to deliver high performance durability and great comfort.,nice,5.0 out of 5 stars,Men
Nike Men's Superrep Go Cross Trainer,₹5436.00,3.5 out of 5 stars,25 ratings,Nike Footwear are made with premium quality material and gives ultimate comfort,UNCOMFORTABLE|| Review on Nike Shoe|| Loved it|| You should buy. Best in this price|| Too Small And quality issues too|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Report abuse|| Verified Purchase,1.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars,Men
Puma Unisex-Adult Mercedes Drift Cat 8 Shoes Sneaker,₹5590.00,4.0 out of 5 stars,210 ratings,PRODUCT STORYPUMA and Mercedes AMG Petronas Motorsport team up to bring you an all-new take on the original Drift Cat our Mercedes Drift Cat 8. This high-tech shoe is meticulously engineered with a contemporary low profile look and features a full rubber motorsport-inspired rounded heel and tyre tread so you can perform like the pros on the track every day.DETAILSDebossed lines and colour blockingSynthetic leather upper with laser cutoutsRubber outsoleTraditional Mercedes AMG Petronas Motorsport colourwaysMercedes AMG Petronas Motorsport badgePerforated PUMA Formstrip and toe,take 1 size up|| Good Product|| Buy one size bigger than your regular size|| Cost is high|| Jk|| Enjoyed the feel|| Best👍🏻👌🏻|| Size issue|| Verified Purchase|| Verified Purchase,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men
Adidas Men's APAC Halo M Tennis Shoe,₹6999.00,3.8 out of 5 stars,7 ratings,BB Fit: These men's adidas tennis shoes back your assertive game with a bold look. A split tongue allows easy entry. The lightweight mesh upper includes overlays on the forefoot for extra durability. EVA in the midsole cushions every sprint and landing as you boss the court.,Verified Purchase,3.0 out of 5 stars,Men
Nike Men's Metcon Sport Training Shoes,₹4956.00,4.4 out of 5 stars,264 ratings,The Nike metcon sport is designed for heavy weightlifting like all metcons but is updated for increased agility during explosive movements and speed drills.,Amazing and 100 % Original product|| It seems like duplicate very hard and heavy shoe|| Good|| we need replacmenet size 9 UK|| Good shoes|| Product is very good|| Colour option necessary|| Verified Purchase|| Verified Purchase|| Verified Purchase,5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men
ASICS Men's Japan L Sneakers,₹3079.00,4.4 out of 5 stars,22 ratings,Designed for Club and professional level basketball players who are active in every area of the paint the invade nova shoe features excellent stability properties to handle abrupt movements and transitions on court. The upper is equipped with a high-top design that offers advanced ankle support while the belt fitting system helps supply a locked down fit that also encourages a customized fit. Implementing flytefoam propel technology in the midsole this shoe helps deliver a more responsive reobound in between strides. ASICS has been developing sports footwear and apparel for more than 50 years. In this time innovation has been the key to our introduction of design philosophies that have revolutionised the world of sports. At our research and development centre in Kobe Japan we work in close collaboration with male and female athletes. Through our scientific approach we have strived to create highly innovative sports product solutions that our customers rely upon. Technologies such as core GEL cushioning system and Flytefoam are renown for enabling the most comfortable and performance-enhancing footwear and apparel on the market for athletes and active consumers alike.,Report abuse|| Verified Purchase|| Verified Purchase|| Report abuse,3.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men
Nike Men's Zoom Span 3 Running Shoe,₹4646.00,3.9 out of 5 stars,24 ratings,Classic running shoes get a reboot in there Nike Zoom Span 3 Women's Running Shoes. Classic running shoes get a reboot in there Nike Zoom Span 3 Women's Running Shoes,Excellent|| Super Comfy ..|| Size issue|| Verified Purchase|| Verified Purchase|| Verified Purchase,5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars,Men
Puma Men's Spike 19.2 Cricket Shoe,₹6149.00,3.5 out of 5 stars,12 ratings,PRODUCT STORYThe newly engineered PUMA Spike 19.2 is a true performance shoe for cricket athletes. The mesh and synthetic upper construction supports multi-directional movements and offers superb durability. A lightweight EVA midsole ensures optimal cushioning and together with the high performance outsole provides superior stability and traction.DETAILSUpper mix of breathable mesh and lightweight syntheticEVA midsoleRubber plate with removable spikesTPU shank for midfoot stability,Deformed on the (inner) sides|| Spike clip|| Review by a board player,1.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars,Men
